Brand,Description,Size,SalesQuantity,SalesPrice,SalesDate
8068,Absolut 80 Proof,1.75L,1,24.99,2016-01-03
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-03
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-03
2120,Canadian Club,1.75L,2,16.42,2016-01-03
1232,Jack Daniels No 7 Black,750mL,1,26.99,2016-01-03
4262,Capt Morgan Spiced Rum,750mL,1,16.99,2016-01-03
5365,Kahlua,750mL,2,18.99,2016-01-03
3876,Smirnoff 80 Proof,1.75L,13,17.99,2016-01-03
3893,Zhenka 80 Proof,1.75L,11,9.99,2016-01-03
1737,Makers Mark,1.75L,1,48.99,2016-01-03
2663,Dewars White Label,1.75L,1,31.0,2016-01-03
2114,Black Velvet Canadian Whisky,1.75L,2,12.99,2016-01-03
6570,Kendall Jackson Chard Vt RSV,750mL,25,10.26,2016-01-03
3802,Three Olives Vodka,1.75L,1,18.99,2016-01-03
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,12,21.99,2016-01-03
3857,Grey Goose Vodka,1.75L,1,48.99,2016-01-03
3826,Skyy Vodka,1.75L,3,19.99,2016-01-03
8512,Baileys Irish Cream,750mL,1,19.41,2016-01-03
8068,Absolut 80 Proof,1.75L,17,24.99,2016-01-03
3893,Zhenka 80 Proof,1.75L,2,9.99,2016-01-03
6570,Kendall Jackson Chard Vt RSV,750mL,3,10.33,2016-01-03
5103,Fireball Cinnamon Whisky,1.75L,1,23.99,2016-01-03
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-03
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-03
6570,Kendall Jackson Chard Vt RSV,750mL,3,10.64,2016-01-03
3512,Pinnacle Vodka,1.75L,3,15.99,2016-01-03
3348,Bombay Sapphire Gin,1.75L,1,29.99,2016-01-03
3505,Tito's Handmade Vodka,750mL,3,18.99,2016-01-03
3489,Tanqueray,1.75L,1,27.99,2016-01-03
8680,Crown Royal,1.75L,1,38.99,2016-01-03
3913,Svedka Vodka,1.75L,2,17.99,2016-01-03
2589,Jameson Irish Whiskey,1.75L,1,39.99,2016-01-03
2120,Canadian Club,1.75L,24,15.99,2016-01-03
3913,Svedka Vodka,1.75L,1,17.99,2016-01-03
3826,Skyy Vodka,1.75L,2,19.99,2016-01-03
8680,Crown Royal,1.75L,5,38.99,2016-01-03
3545,Ketel One Vodka,1.75L,3,31.99,2016-01-03
1376,Jim Beam,1.75L,2,21.99,2016-01-03
3857,Grey Goose Vodka,1.75L,7,48.99,2016-01-03
3505,Tito's Handmade Vodka,750mL,5,18.99,2016-01-03
8068,Absolut 80 Proof,1.75L,3,24.99,2016-01-03
3489,Tanqueray,1.75L,1,27.99,2016-01-03
8680,Crown Royal,1.75L,2,38.99,2016-01-03
3858,Grey Goose Vodka,750mL,4,23.99,2016-01-03
8112,Stolichnaya,1.75L,1,24.99,2016-01-03
3348,Bombay Sapphire Gin,1.75L,2,29.99,2016-01-03
5364,Kahlua,1.75L,2,29.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,3,21.99,2016-01-03
3505,Tito's Handmade Vodka,750mL,1,18.99,2016-01-03
3913,Svedka Vodka,1.75L,6,17.99,2016-01-03
3876,Smirnoff 80 Proof,1.75L,7,17.99,2016-01-03
14006,Apothic Winemakers Red Blend,750mL,2,9.99,2016-01-03
3857,Grey Goose Vodka,1.75L,5,48.99,2016-01-03
8068,Absolut 80 Proof,1.75L,3,24.99,2016-01-03
5138,Fireball Cinnamon Whisky,750mL,3,13.99,2016-01-03
5138,Fireball Cinnamon Whisky,750mL,3,13.99,2016-01-03
6570,Kendall Jackson Chard Vt RSV,750mL,22,9.95,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,2,21.99,2016-01-03
3423,Beefeater,1.75L,2,26.99,2016-01-03
8512,Baileys Irish Cream,750mL,2,18.99,2016-01-03
6579,J Lohr Riverstone Chard,750mL,6,9.99,2016-01-03
1737,Makers Mark,1.75L,1,48.99,2016-01-03
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,13.99,2016-01-03
2589,Jameson Irish Whiskey,1.75L,33,39.99,2016-01-03
5103,Fireball Cinnamon Whisky,1.75L,2,23.99,2016-01-03
3405,Tito's Handmade Vodka,1.75L,2,29.99,2016-01-03
2127,Canadian Ltd,1.75L,3,10.49,2016-01-03
8512,Baileys Irish Cream,750mL,4,18.99,2016-01-03
2432,Crown Royal,750mL,1,21.99,2016-01-03
5364,Kahlua,1.75L,1,29.99,2016-01-03
3876,Smirnoff 80 Proof,1.75L,7,17.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,23,21.99,2016-01-03
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-03
3180,New Amsterdam Vodka,1.75L,1,16.99,2016-01-03
3876,Smirnoff 80 Proof,1.75L,1,17.99,2016-01-03
1376,Jim Beam,1.75L,23,21.99,2016-01-03
2589,Jameson Irish Whiskey,1.75L,5,39.99,2016-01-03
5365,Kahlua,750mL,2,18.99,2016-01-03
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,13.99,2016-01-03
6579,J Lohr Riverstone Chard,750mL,1,9.99,2016-01-03
3505,Tito's Handmade Vodka,750mL,3,18.99,2016-01-03
5364,Kahlua,1.75L,2,29.99,2016-01-03
3802,Three Olives Vodka,1.75L,5,18.99,2016-01-03
3826,Skyy Vodka,1.75L,2,19.99,2016-01-03
5364,Kahlua,1.75L,1,29.99,2016-01-03
3826,Skyy Vodka,1.75L,3,19.99,2016-01-03
2663,Dewars White Label,1.75L,12,30.84,2016-01-03
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-03
8082,Baileys Irish Cream,1.75L,5,29.99,2016-01-03
2120,Canadian Club,1.75L,31,15.99,2016-01-03
3802,Three Olives Vodka,1.75L,2,18.99,2016-01-03
1233,Jack Daniels No 7 Black,1.75L,4,35.99,2016-01-03
5138,Fireball Cinnamon Whisky,750mL,2,14.38,2016-01-03
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-03
2127,Canadian Ltd,1.75L,3,10.49,2016-01-03
6570,Kendall Jackson Chard Vt RSV,750mL,4,10.12,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,4,21.99,2016-01-03
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-03
2120,Canadian Club,1.75L,3,15.99,2016-01-03
6579,J Lohr Riverstone Chard,750mL,15,9.99,2016-01-03
3913,Svedka Vodka,1.75L,1,17.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,5,21.99,2016-01-03
5364,Kahlua,1.75L,2,29.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,15,21.99,2016-01-03
3876,Smirnoff 80 Proof,1.75L,4,17.99,2016-01-03
2585,Jameson Irish Whiskey,750mL,1,22.99,2016-01-03
2432,Crown Royal,750mL,1,21.99,2016-01-03
3858,Grey Goose Vodka,750mL,3,23.99,2016-01-03
3512,Pinnacle Vodka,1.75L,2,15.99,2016-01-03
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-03
2120,Canadian Club,1.75L,1,15.99,2016-01-03
2127,Canadian Ltd,1.75L,3,10.49,2016-01-03
8082,Baileys Irish Cream,1.75L,2,29.99,2016-01-03
8112,Stolichnaya,1.75L,1,24.99,2016-01-03
3512,Pinnacle Vodka,1.75L,5,15.99,2016-01-03
1376,Jim Beam,1.75L,1,21.99,2016-01-03
8512,Baileys Irish Cream,750mL,2,18.99,2016-01-03
1376,Jim Beam,1.75L,4,21.99,2016-01-03
19748,Clos du Bois Chard,1.5L,1,15.99,2016-01-03
3512,Pinnacle Vodka,1.75L,1,15.99,2016-01-03
1385,Makers Mark,750mL,1,26.99,2016-01-03
4261,Capt Morgan Spiced Rum,1.75L,25,21.99,2016-01-03
1737,Makers Mark,1.75L,1,46.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,4,18.99,2016-01-04
4227,Bacardi Superior Rum Trav,1.75L,1,17.99,2016-01-04
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-04
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-04
19748,Clos du Bois Chard,1.5L,3,14.99,2016-01-04
2663,Dewars White Label,1.75L,1,39.99,2016-01-04
3405,Tito's Handmade Vodka,1.75L,12,29.99,2016-01-04
3405,Tito's Handmade Vodka,1.75L,2,29.99,2016-01-04
5138,Fireball Cinnamon Whisky,750mL,2,13.99,2016-01-04
14006,Apothic Winemakers Red Blend,750mL,12,9.99,2016-01-04
3489,Tanqueray,1.75L,2,34.99,2016-01-04
3802,Three Olives Vodka,1.75L,4,17.99,2016-01-04
1376,Jim Beam,1.75L,1,22.99,2016-01-04
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-04
4262,Capt Morgan Spiced Rum,750mL,3,14.99,2016-01-04
2432,Crown Royal,750mL,4,25.99,2016-01-04
5365,Kahlua,750mL,2,19.99,2016-01-04
1233,Jack Daniels No 7 Black,1.75L,1,37.35,2016-01-04
2589,Jameson Irish Whiskey,1.75L,1,42.2,2016-01-04
2127,Canadian Ltd,1.75L,2,10.49,2016-01-04
5364,Kahlua,1.75L,1,31.99,2016-01-04
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-04
6579,J Lohr Riverstone Chard,750mL,1,10.99,2016-01-04
5365,Kahlua,750mL,1,19.99,2016-01-04
14006,Apothic Winemakers Red Blend,750mL,2,9.99,2016-01-04
3512,Pinnacle Vodka,1.75L,7,16.99,2016-01-04
1385,Makers Mark,750mL,1,26.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,13,13.99,2016-01-04
2432,Crown Royal,750mL,4,25.99,2016-01-04
2663,Dewars White Label,1.75L,3,39.99,2016-01-04
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-04
3545,Ketel One Vodka,1.75L,4,29.99,2016-01-04
19748,Clos du Bois Chard,1.5L,5,14.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,2,18.99,2016-01-04
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-04
2114,Black Velvet Canadian Whisky,1.75L,29,12.99,2016-01-04
8680,Crown Royal,1.75L,1,39.99,2016-01-04
5365,Kahlua,750mL,2,19.99,2016-01-04
1376,Jim Beam,1.75L,5,22.99,2016-01-04
8159,Jose Cuervo Especial,1.75L,1,25.99,2016-01-04
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-04
2432,Crown Royal,750mL,1,25.99,2016-01-04
3423,Beefeater,1.75L,1,26.99,2016-01-04
3512,Pinnacle Vodka,1.75L,7,16.99,2016-01-04
1385,Makers Mark,750mL,2,26.99,2016-01-04
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-04
3348,Bombay Sapphire Gin,1.75L,2,36.99,2016-01-04
2589,Jameson Irish Whiskey,1.75L,3,41.99,2016-01-04
5138,Fireball Cinnamon Whisky,750mL,3,14.4,2016-01-04
11219,Josh Cellars Cab Svgn Sonoma,750mL,6,14.99,2016-01-04
1737,Makers Mark,1.75L,1,46.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,3,18.99,2016-01-04
8159,Jose Cuervo Especial,1.75L,1,25.99,2016-01-04
2127,Canadian Ltd,1.75L,1,10.49,2016-01-04
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,2,18.99,2016-01-04
2120,Canadian Club,1.75L,3,15.99,2016-01-04
11219,Josh Cellars Cab Svgn Sonoma,750mL,3,14.99,2016-01-04
2120,Canadian Club,1.75L,1,17.44,2016-01-04
3913,Svedka Vodka,1.75L,1,17.99,2016-01-04
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-04
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-04
3858,Grey Goose Vodka,750mL,1,23.99,2016-01-04
2663,Dewars White Label,1.75L,2,39.99,2016-01-04
3826,Skyy Vodka,1.75L,3,24.99,2016-01-04
3858,Grey Goose Vodka,750mL,1,23.99,2016-01-04
1376,Jim Beam,1.75L,2,22.99,2016-01-04
2585,Jameson Irish Whiskey,750mL,4,23.99,2016-01-04
3545,Ketel One Vodka,1.75L,1,29.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,7,18.99,2016-01-04
2432,Crown Royal,750mL,1,25.99,2016-01-04
2757,Johnnie Walker Red Label,1.75L,3,29.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,5,18.99,2016-01-04
8068,Absolut 80 Proof,1.75L,4,25.99,2016-01-04
6579,J Lohr Riverstone Chard,750mL,2,10.99,2016-01-04
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-04
11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.99,2016-01-04
1385,Makers Mark,750mL,1,26.99,2016-01-04
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-04
2585,Jameson Irish Whiskey,750mL,5,23.99,2016-01-04
4227,Bacardi Superior Rum Trav,1.75L,2,17.99,2016-01-04
3913,Svedka Vodka,1.75L,1,17.99,2016-01-04
2663,Dewars White Label,1.75L,2,39.99,2016-01-04
3512,Pinnacle Vodka,1.75L,1,16.99,2016-01-04
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-04
8112,Stolichnaya,1.75L,3,26.99,2016-01-04
3893,Zhenka 80 Proof,1.75L,1,9.99,2016-01-04
3423,Beefeater,1.75L,1,26.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,2016-01-04
8068,Absolut 80 Proof,1.75L,1,25.99,2016-01-04
3180,New Amsterdam Vodka,1.75L,1,14.99,2016-01-04
2120,Canadian Club,1.75L,1,15.99,2016-01-04
2127,Canadian Ltd,1.75L,3,10.49,2016-01-04
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-04
2663,Dewars White Label,1.75L,1,39.99,2016-01-04
2757,Johnnie Walker Red Label,1.75L,1,29.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,2016-01-04
3545,Ketel One Vodka,1.75L,3,29.99,2016-01-04
8512,Baileys Irish Cream,750mL,4,19.99,2016-01-04
8680,Crown Royal,1.75L,5,39.99,2016-01-04
4227,Bacardi Superior Rum Trav,1.75L,18,17.99,2016-01-04
3913,Svedka Vodka,1.75L,2,17.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,1,19.09,2016-01-04
3489,Tanqueray,1.75L,1,34.99,2016-01-04
2127,Canadian Ltd,1.75L,1,10.49,2016-01-04
5103,Fireball Cinnamon Whisky,1.75L,1,28.99,2016-01-04
3802,Three Olives Vodka,1.75L,2,17.99,2016-01-04
3913,Svedka Vodka,1.75L,1,17.99,2016-01-04
3512,Pinnacle Vodka,1.75L,2,16.99,2016-01-04
6579,J Lohr Riverstone Chard,750mL,3,10.99,2016-01-04
8512,Baileys Irish Cream,750mL,2,19.99,2016-01-04
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-04
2432,Crown Royal,750mL,1,25.99,2016-01-04
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,12,13.99,2016-01-04
2127,Canadian Ltd,1.75L,2,10.49,2016-01-04
3913,Svedka Vodka,1.75L,2,17.99,2016-01-04
3876,Smirnoff 80 Proof,1.75L,4,18.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,5,13.99,2016-01-04
3893,Zhenka 80 Proof,1.75L,9,9.99,2016-01-04
1232,Jack Daniels No 7 Black,750mL,2,22.99,2016-01-04
2120,Canadian Club,1.75L,1,15.99,2016-01-04
8512,Baileys Irish Cream,750mL,4,19.99,2016-01-04
8082,Baileys Irish Cream,1.75L,1,38.99,2016-01-04
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-04
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-04
2432,Crown Royal,750mL,1,25.99,2016-01-04
8680,Crown Royal,1.75L,1,39.99,2016-01-04
3802,Three Olives Vodka,1.75L,1,17.99,2016-01-04
2114,Black Velvet Canadian Whisky,1.75L,4,12.99,2016-01-04
14006,Apothic Winemakers Red Blend,750mL,3,9.99,2016-01-04
5103,Fireball Cinnamon Whisky,1.75L,1,28.99,2016-01-04
3802,Three Olives Vodka,1.75L,1,17.99,2016-01-04
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-04
5364,Kahlua,1.75L,1,31.99,2016-01-04
8112,Stolichnaya,1.75L,4,26.99,2016-01-04
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-04
6570,Kendall Jackson Chard Vt RSV,750mL,4,13.99,2016-01-04
3893,Zhenka 80 Proof,1.75L,1,9.99,2016-01-04
3913,Svedka Vodka,1.75L,2,17.99,2016-01-04
8680,Crown Royal,1.75L,4,39.99,2016-01-04
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-04
1233,Jack Daniels No 7 Black,1.75L,1,38.01,2016-01-04
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-04
3802,Three Olives Vodka,1.75L,2,17.99,2016-01-04
3405,Tito's Handmade Vodka,1.75L,3,29.99,2016-01-04
3913,Svedka Vodka,1.75L,1,17.99,2016-01-04
4227,Bacardi Superior Rum Trav,1.75L,1,17.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,4,18.99,2016-01-05
8159,Jose Cuervo Especial,1.75L,3,25.99,2016-01-05
4261,Capt Morgan Spiced Rum,1.75L,16,21.99,2016-01-05
2127,Canadian Ltd,1.75L,7,10.49,2016-01-05
1385,Makers Mark,750mL,1,26.99,2016-01-05
3423,Beefeater,1.75L,1,26.99,2016-01-05
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-05
8512,Baileys Irish Cream,750mL,4,19.99,2016-01-05
2585,Jameson Irish Whiskey,750mL,2,23.99,2016-01-05
3102,Smirnoff Traveler,1.75L,2,17.99,2016-01-05
3489,Tanqueray,1.75L,2,34.99,2016-01-05
1376,Jim Beam,1.75L,4,22.99,2016-01-05
1233,Jack Daniels No 7 Black,1.75L,3,35.99,2016-01-05
3505,Tito's Handmade Vodka,750mL,9,21.99,2016-01-05
4227,Bacardi Superior Rum Trav,1.75L,5,17.99,2016-01-05
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-05
8512,Baileys Irish Cream,750mL,3,19.99,2016-01-05
2663,Dewars White Label,1.75L,3,39.99,2016-01-05
3102,Smirnoff Traveler,1.75L,4,17.99,2016-01-05
1233,Jack Daniels No 7 Black,1.75L,1,37.19,2016-01-05
1385,Makers Mark,750mL,2,26.99,2016-01-05
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-05
8082,Baileys Irish Cream,1.75L,2,38.99,2016-01-05
3802,Three Olives Vodka,1.75L,2,17.99,2016-01-05
4227,Bacardi Superior Rum Trav,1.75L,2,17.99,2016-01-05
3512,Pinnacle Vodka,1.75L,7,16.99,2016-01-05
3858,Grey Goose Vodka,750mL,2,23.99,2016-01-05
19748,Clos du Bois Chard,1.5L,3,14.99,2016-01-05
19748,Clos du Bois Chard,1.5L,3,14.99,2016-01-05
14006,Apothic Winemakers Red Blend,750mL,2,9.99,2016-01-05
19748,Clos du Bois Chard,1.5L,1,14.99,2016-01-05
8512,Baileys Irish Cream,750mL,3,19.99,2016-01-05
2663,Dewars White Label,1.75L,2,39.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,2,18.99,2016-01-05
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-05
4261,Capt Morgan Spiced Rum,1.75L,3,21.99,2016-01-05
3857,Grey Goose Vodka,1.75L,2,57.99,2016-01-05
1233,Jack Daniels No 7 Black,1.75L,1,37.21,2016-01-05
3858,Grey Goose Vodka,750mL,2,23.99,2016-01-05
3180,New Amsterdam Vodka,1.75L,3,14.99,2016-01-05
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-05
2663,Dewars White Label,1.75L,1,39.99,2016-01-05
3512,Pinnacle Vodka,1.75L,11,16.99,2016-01-05
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-05
5103,Fireball Cinnamon Whisky,1.75L,1,28.99,2016-01-05
14006,Apothic Winemakers Red Blend,750mL,5,9.99,2016-01-05
8680,Crown Royal,1.75L,1,39.99,2016-01-05
3512,Pinnacle Vodka,1.75L,6,16.99,2016-01-05
3802,Three Olives Vodka,1.75L,3,17.99,2016-01-05
8512,Baileys Irish Cream,750mL,2,19.99,2016-01-05
2127,Canadian Ltd,1.75L,9,10.49,2016-01-05
3876,Smirnoff 80 Proof,1.75L,5,18.99,2016-01-05
1385,Makers Mark,750mL,1,26.99,2016-01-05
19748,Clos du Bois Chard,1.5L,1,14.99,2016-01-05
3180,New Amsterdam Vodka,1.75L,1,14.99,2016-01-05
8680,Crown Royal,1.75L,1,39.99,2016-01-05
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,9,18.99,2016-01-05
5364,Kahlua,1.75L,1,31.99,2016-01-05
8068,Absolut 80 Proof,1.75L,1,25.99,2016-01-05
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-05
2432,Crown Royal,750mL,1,25.99,2016-01-05
1385,Makers Mark,750mL,1,26.99,2016-01-05
3802,Three Olives Vodka,1.75L,1,17.99,2016-01-05
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-05
5364,Kahlua,1.75L,2,31.99,2016-01-05
8680,Crown Royal,1.75L,2,39.99,2016-01-05
3512,Pinnacle Vodka,1.75L,3,16.99,2016-01-05
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-05
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,9,18.99,2016-01-05
3893,Zhenka 80 Proof,1.75L,11,9.99,2016-01-05
19748,Clos du Bois Chard,1.5L,3,14.99,2016-01-05
1737,Makers Mark,1.75L,1,46.99,2016-01-05
2114,Black Velvet Canadian Whisky,1.75L,2,12.99,2016-01-05
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-05
2127,Canadian Ltd,1.75L,1,10.49,2016-01-05
8680,Crown Royal,1.75L,3,39.99,2016-01-05
3180,New Amsterdam Vodka,1.75L,4,14.99,2016-01-05
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-05
4262,Capt Morgan Spiced Rum,750mL,1,14.99,2016-01-05
4261,Capt Morgan Spiced Rum,1.75L,11,21.99,2016-01-05
1385,Makers Mark,750mL,1,26.99,2016-01-05
3857,Grey Goose Vodka,1.75L,1,57.99,2016-01-05
4227,Bacardi Superior Rum Trav,1.75L,6,17.99,2016-01-05
6570,Kendall Jackson Chard Vt RSV,750mL,1,13.99,2016-01-05
8680,Crown Royal,1.75L,2,39.99,2016-01-05
3423,Beefeater,1.75L,2,26.99,2016-01-05
2127,Canadian Ltd,1.75L,3,10.49,2016-01-05
8512,Baileys Irish Cream,750mL,2,19.99,2016-01-05
2114,Black Velvet Canadian Whisky,1.75L,1,12.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,1,29.99,2016-01-05
3348,Bombay Sapphire Gin,1.75L,1,36.99,2016-01-05
1476,Jim Beam Traveler,1.75L,1,21.99,2016-01-05
1376,Jim Beam,1.75L,1,22.99,2016-01-05
6579,J Lohr Riverstone Chard,750mL,5,10.99,2016-01-05
4261,Capt Morgan Spiced Rum,1.75L,8,21.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,9,18.99,2016-01-05
2663,Dewars White Label,1.75L,1,39.99,2016-01-05
3826,Skyy Vodka,1.75L,1,24.99,2016-01-05
6570,Kendall Jackson Chard Vt RSV,750mL,2,13.99,2016-01-05
6579,J Lohr Riverstone Chard,750mL,2,10.99,2016-01-05
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-05
2757,Johnnie Walker Red Label,1.75L,13,29.99,2016-01-05
3826,Skyy Vodka,1.75L,2,24.99,2016-01-05
8512,Baileys Irish Cream,750mL,2,19.99,2016-01-05
8068,Absolut 80 Proof,1.75L,9,25.99,2016-01-05
3876,Smirnoff 80 Proof,1.75L,2,19.16,2016-01-05
3802,Three Olives Vodka,1.75L,4,17.99,2016-01-05
8512,Baileys Irish Cream,750mL,1,19.99,2016-01-05
14006,Apothic Winemakers Red Blend,750mL,3,9.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,3,29.99,2016-01-05
2663,Dewars White Label,1.75L,4,39.99,2016-01-05
2585,Jameson Irish Whiskey,750mL,3,23.99,2016-01-05
3913,Svedka Vodka,1.75L,2,17.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,11,29.99,2016-01-05
5138,Fireball Cinnamon Whisky,750mL,8,13.99,2016-01-05
3650,Patron Silver Tequila,750mL,1,49.99,2016-01-05
5364,Kahlua,1.75L,1,31.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,9,29.99,2016-01-05
8068,Absolut 80 Proof,1.75L,8,25.99,2016-01-05
2120,Canadian Club,1.75L,6,15.99,2016-01-05
5364,Kahlua,1.75L,4,31.99,2016-01-05
6579,J Lohr Riverstone Chard,750mL,1,10.99,2016-01-05
4261,Capt Morgan Spiced Rum,1.75L,10,21.99,2016-01-05
3858,Grey Goose Vodka,750mL,3,23.99,2016-01-05
1376,Jim Beam,1.75L,4,22.99,2016-01-05
3423,Beefeater,1.75L,2,26.99,2016-01-05
1737,Makers Mark,1.75L,1,46.99,2016-01-05
1232,Jack Daniels No 7 Black,750mL,1,22.99,2016-01-05
3405,Tito's Handmade Vodka,1.75L,3,29.99,2016-01-05
2589,Jameson Irish Whiskey,1.75L,2,41.99,2016-01-05
8112,Stolichnaya,1.75L,1,26.99,2016-01-05
2127,Canadian Ltd,1.75L,4,10.49,2016-01-05
3180,New Amsterdam Vodka,1.75L,3,14.99,2016-01-05
2127,Canadian Ltd,1.75L,1,10.49,2016-01-05
3858,Grey Goose Vodka,750mL,22,23.99,2016-01-05
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-05
3858,Grey Goose Vodka,750mL,3,23.99,2016-01-05
2585,Jameson Irish Whiskey,750mL,1,23.99,2016-01-05
3180,New Amsterdam Vodka,1.75L,1,14.99,2016-01-05
4262,Capt Morgan Spiced Rum,750mL,3,14.99,2016-01-06
8512,Baileys Irish Cream,750mL,2,19.99,2016-01-06
6579,J Lohr Riverstone Chard,750mL,3,10.99,2016-01-06
11219,Josh Cellars Cab Svgn Sonoma,750mL,4,14.99,2016-01-06
3545,Ketel One Vodka,1.75L,2,29.99,2016-01-06
2757,Johnnie Walker Red Label,1.75L,2,29.99,2016-01-06
3102,Smirnoff Traveler,1.75L,19,17.99,2016-01-06
5365,Kahlua,750mL,2,19.99,2016-01-06
1385,Makers Mark,750mL,3,26.99,2016-01-06
6570,Kendall Jackson Chard Vt RSV,750mL,7,13.99,2016-01-06
3180,New Amsterdam Vodka,1.75L,3,14.99,2016-01-06
6650,Simi Chard,750mL,2,11.33,2016-01-06
6650,Simi Chard,750mL,1,11.03,2016-01-06
1233,Jack Daniels No 7 Black,1.75L,1,35.99,2016-01-06
8680,Crown Royal,1.75L,4,39.99,2016-01-06
2589,Jameson Irish Whiskey,1.75L,1,41.99,2016-01-06
2114,Black Velvet Canadian Whisky,1.75L,6,12.99,2016-01-06
3505,Tito's Handmade Vodka,750mL,3,21.99,2016-01-06
4227,Bacardi Superior Rum Trav,1.75L,6,17.99,2016-01-06
2589,Jameson Irish Whiskey,1.75L,8,42.2,2016-01-06
8680,Crown Royal,1.75L,5,39.99,2016-01-06
